id,name,current_party,current_district,current_chamber,given_name,family_name,gender,biography,birth_date,death_date,image,links,sources,capitol_address,capitol_email,capitol_voice,capitol_fax,district_address,district_email,district_voice,district_fax,twitter,youtube,instagram,facebook
ocd-person/b38546ec-f8fb-4e99-8e0c-46715b2e8578,Arthur Orr,Republican,3,upper,Arthur,Orr,,,,,http://www.legislature.state.al.us/ALISWWW/Senate/Senator%20Pictures/Orr_3.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100446&OID_PERSON=5527,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100446&OID_PERSON=5527;http://www.legislature.state.al.us/aliswww/ISD/Senate/ALSenators.aspx,"Suite 727;11 S. Union Street;Montgomery, AL 36130",arthur.orr@alsenate.gov,334-261-0891,,,,,,,,,
ocd-person/474c3552-b3cd-4015-ac15-3c6301a0ce0e,Artis Mccampbell,Democratic,71,lower,Artis,Mccampbell,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/McCampbell_71.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100553&OID_PERSON=5544,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100553&OID_PERSON=5544;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 539-F;11 S. Union Street;Montgomery, AL 36130",aj.mccampbell.alhouse.gov,334-261-0547,,,,,,,,,
ocd-person/a1033b9f-f53e-46b8-ab4e-508d87e0d8e8,Barbara Boyd,Democratic,32,lower,Barbara,Boyd,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Boyd_32.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100513&OID_PERSON=1022,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100513&OID_PERSON=1022;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 525-C;11 S. Union Street;Montgomery, AL 36130",barbara.boyd@alhouse.gov,334-261-0592,,,,,,,,,
ocd-person/375419e1-4626-4a9a-92ed-15962de5be09,Barbara Drummond,Democratic,103,lower,Barbara,Drummond,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Drummond_103.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100585&OID_PERSON=7712,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100585&OID_PERSON=7712;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 536-C;11 S. Union Street;Montgomery, AL 36130",drummondbarbara@att.net,334-261-0564,,,,,,,,,
ocd-person/a08f605d-221f-4d26-8e13-4bcfa964cd8e,Becky Nordgren,Republican,29,lower,Becky,Nordgren,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Nordgren_29.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100510&OID_PERSON=6677,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100510&OID_PERSON=6677;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 401-D;11 S. Union Street;Montgomery, AL 36130",rebeccasnordgren@gmail.com,334-261-0432,,,,,,,,,
ocd-person/a5d0ab78-e643-4ea1-86f2-2dad948b498a,Berry Forte,Democratic,84,lower,Berry,Forte,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Forte_84.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100566&OID_PERSON=6664,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100566&OID_PERSON=6664;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 540-D;11 S. Union Street;Montgomery, AL 36130",berry.forte@alhouse.gov,334-261-0566,,,,,,,,,
ocd-person/fe3b9467-a276-4adc-87f4-066cf12fc30d,Bill Poole,Republican,63,lower,Bill,Poole,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Poole_63.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100545&OID_PERSON=6679,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100545&OID_PERSON=6679;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 514;11 S. Union Street;Montgomery, AL 36130",bill.poole@alhouse.gov,334-261-0524,,,,,,,,,
ocd-person/03d6bca3-9630-4173-a3c0-4ab4b5aaaedb,Bob Fincher,Republican,37,lower,Bob,Fincher,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Fincher_37.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100518&OID_PERSON=3191,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100518&OID_PERSON=3191;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 538-A;11 S. Union Street;Montgomery, AL 36130",rsfincher77@gmail.com,334-261-0538,,,,,,,,,
ocd-person/6e6d5e12-363b-42dc-b0d1-191c82aa6493,Bobby D. Singleton,Democratic,24,upper,Bobby D.,Singleton,,,,,http://www.legislature.state.al.us/ALISWWW/Senate/Senator%20Pictures/Singleton_24.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100467&OID_PERSON=4471,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100467&OID_PERSON=4471;http://www.legislature.state.al.us/aliswww/ISD/Senate/ALSenators.aspx,"Suite 738;11 S. Union Street;Montgomery, AL 36130",bsingle362@gmail.com,334-261-0335,,,,,,,,,
ocd-person/def57a9e-a907-4e62-b990-41dc19661c06,Brett Easterbrook,Republican,65,lower,Brett,Easterbrook,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Easterbrook_65.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100547&OID_PERSON=8505,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100547&OID_PERSON=8505;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx," Suite 427-E;11 S. Union Street;Montgomery, AL 36130",,334-261-0402,,,,,,,,,
ocd-person/03604342-1a8a-4fa7-843c-a505a9f2e70c,Cam Ward,Republican,14,upper,Cam,Ward,,,,,http://www.legislature.state.al.us/ALISWWW/Senate/Senator%20Pictures/Ward_14.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100457&OID_PERSON=4459,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100457&OID_PERSON=4459;http://www.legislature.state.al.us/aliswww/ISD/Senate/ALSenators.aspx,"Suite 719;11 S. Union Street;Montgomery, AL 36130",cam@camward.com,334-261-0886,,,,,,,,,
ocd-person/04a1794d-93f0-435f-8c68-1b435f2fc1a0,Chip Brown,Republican,105,lower,Chip,Brown,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Brown_105.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100587&OID_PERSON=8517,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100587&OID_PERSON=8517;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 417-I;11 S. Union Street;Montgomery, AL 36130",,334-261-0447,,,,,,,,,
ocd-person/6b644492-bb54-496c-8ad3-22ec002056d4,Chris Blackshear,Republican,80,lower,Chris,Blackshear,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Blackshear_80.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100562&OID_PERSON=7981,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100562&OID_PERSON=7981;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 427-M;11 S. Union Street;Montgomery, AL 36130",chris.blackshear@alhouse.gov,334-261-0428,,,,,,,,,
ocd-person/67479855-f23e-4119-b886-91dddc09a47a,Chris Elliott,Republican,32,upper,Chris,Elliott,,,,,http://www.legislature.state.al.us/ALISWWW/Senate/Senator%20Pictures/Elliott_32.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100475&OID_PERSON=8487,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100475&OID_PERSON=8487;http://www.legislature.state.al.us/aliswww/ISD/Senate/ALSenators.aspx,"Suite730;11 S. Union Street;Montgomery, AL 36130",,334-261-0897,,,,,,,,,
ocd-person/b57cc6b9-3627-431f-8a01-4c3c7ba973d4,Chris England,Democratic,70,lower,Chris,England,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/England_70.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100552&OID_PERSON=5543,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100552&OID_PERSON=5543;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 539-B;11 S. Union Street;Montgomery, AL 36130",cengland1@hotmail.com,334-261-0503,,,,,,,,,
ocd-person/f4133b43-f822-4d95-b1e0-a0a524de56f6,Chris Pringle,Republican,101,lower,Chris,Pringle,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Pringle_101.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100583&OID_PERSON=1109,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100583&OID_PERSON=1109;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 402;11 S. Union Street;Montgomery, AL 36130",chris.pringle@alhouse.gov,334-261-0489,,,,,,,,,
ocd-person/39a26498-6bb6-4627-8c49-d9c453c9aab8,Chris Sells,Republican,90,lower,Chris,Sells,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Sells_90.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100572&OID_PERSON=7702,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100572&OID_PERSON=7702;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 526-E;11 S. Union Street;Montgomery, AL 36130",csea@centurytel.net,334-261-0568,,,,,,,,,
ocd-person/889cc21f-1563-4375-8efc-f2f20bff945c,Clay Scofield,Republican,9,upper,Clay,Scofield,,,,,http://www.legislature.state.al.us/ALISWWW/Senate/Senator%20Pictures/Scofield_9.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100452&OID_PERSON=6691,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100452&OID_PERSON=6691;http://www.legislature.state.al.us/aliswww/ISD/Senate/ALSenators.aspx,"Suite 731;11 S. Union Street;Montgomery, AL 36130",clayscofield@mclo.org,334-261-0876,,,,,,,,,
ocd-person/d1307771-6d50-4d56-9995-b5d799917d7b,Clyde Chambliss,Republican,30,upper,Clyde,Chambliss,,,,,http://www.legislature.state.al.us/ALISWWW/Senate/Senator%20Pictures/Chambliss_30.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100473&OID_PERSON=7692,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100473&OID_PERSON=7692;http://www.legislature.state.al.us/aliswww/ISD/Senate/ALSenators.aspx,"Suite 733;11 S. Union Street;Montgomery, AL 36130",clyde.chambliss@alsenate.gov,334-261-0883,,,,,,,,,
ocd-person/1ec6490c-f3b9-43e7-97a8-18862b591cee,Connie C. Rowe,Republican,13,lower,Connie C.,Rowe,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Rowe_13.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100493&OID_PERSON=7701,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100493&OID_PERSON=7701;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 400-E;11 S. Union Street;Montgomery, AL 36130",connie.rowe@alhouse.gov,334-261-0495,,,,,,,,,
ocd-person/2e6c07ff-be85-441b-b733-48eb1b607675,Corey Harbison,Republican,12,lower,Corey,Harbison,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Harbison_12.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100492&OID_PERSON=7695,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100492&OID_PERSON=7695;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 526-F;11 S. Union Street;Montgomery, AL 36130",corey.harbison@alhouse.gov,334-261-0578,,,,,,,,,
ocd-person/3b1a631d-35d4-47bd-a37c-a98fed7a5bd4,Corley Ellis,Republican,41,lower,Corley,Ellis,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Ellis_41.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100522&OID_PERSON=8129,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100522&OID_PERSON=8129;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 526-A;11 S. Union Street;Montgomery, AL 36130",corley.ellis@alhouse.gov,334-261-0560,,,,,,,,,
ocd-person/63e7d9b8-136c-4ebc-bb87-19660eb7b624,Craig Lipscomb,Republican,30,lower,Craig,Lipscomb,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Lipscomb_30.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100511&OID_PERSON=8499,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100511&OID_PERSON=8499;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 526-D;11 S. Union Street;Montgomery, AL 36130",,334-261-0546,,,,,,,,,
ocd-person/c58c02cd-0f5c-4454-b5d9-6eb0e604ea25,Dan Roberts,Republican,15,upper,Dan,Roberts,,,,,http://www.legislature.state.al.us/ALISWWW/Senate/Senator%20Pictures/Roberts_15.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100458&OID_PERSON=8485,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100458&OID_PERSON=8485;http://www.legislature.state.al.us/aliswww/ISD/Senate/ALSenators.aspx,"Suite 729;11 S. Union Street;Montgomery, AL 36130",,334-261-0851,,,,,,,,,
ocd-person/749e2cb2-e087-4920-aea3-b40d28f56db5,Danny Crawford,Republican,5,lower,Danny,Crawford,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Crawford_5.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100485&OID_PERSON=8000,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100485&OID_PERSON=8000;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 522-E;11 S. Union Street;Montgomery, AL 36130",danny.crawford@alhouse.gov,334-261-0516,,,,,,,,,
ocd-person/4aab5f96-d36a-4274-9591-9922a353c10b,Danny Garrett,Republican,44,lower,Danny,Garrett,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Garrett_44.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100525&OID_PERSON=7713,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100525&OID_PERSON=7713;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 538-B;11 S. Union Street;Montgomery, AL 36130",dannygarrett44@gmail.com,334-261-0535,,,,,,,,,
ocd-person/b06bc650-ba2f-4b0c-9953-a48d1a1635ec,David Burkette,Democratic,26,upper,David,Burkette,,,,,http://www.legislature.state.al.us/ALISWWW/Senate/Senator%20Pictures/Burkette_26.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100469&OID_PERSON=8453,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100469&OID_PERSON=8453;http://www.legislature.state.al.us/aliswww/ISD/Senate/ALSenators.aspx,"Suite 740;11 S. Union Street;Montgomery, AL 36130",,334-261-9001,,,,,,,,,
ocd-person/9b9fd235-1045-4935-a097-bd5e51d2c592,David Faulkner,Republican,46,lower,David,Faulkner,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Faulkner_46.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100527&OID_PERSON=7693,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100527&OID_PERSON=7693;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 400-D;11 S. Union Street;Montgomery, AL 36130",david.faulkner@alhouse.gov,334-261-0442,,,,,,,,,
ocd-person/fa2c59ea-1a07-429d-85e4-9c60652919aa,David Sessions,Republican,35,upper,David,Sessions,,,,,http://www.legislature.state.al.us/ALISWWW/Senate/Senator%20Pictures/Sessions_35.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100478&OID_PERSON=6832,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100478&OID_PERSON=6832;http://www.legislature.state.al.us/aliswww/ISD/Senate/ALSenators.aspx,"Suite 733;11 S. Union Street;Montgomery, AL 36130",d.r.sessions@att.net,334-261-0882,,,,,,,,,
ocd-person/0efb60b3-60e6-4248-a264-41a2a1d35036,David Standridge,Republican,34,lower,David,Standridge,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Standridge_34.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100515&OID_PERSON=7217,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100515&OID_PERSON=7217;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 403-B;11 S. Union Street;Montgomery, AL 36130",david.standridge@alhouse.gov,334-261-0446,,,,,,,,,
ocd-person/9f5bb9f3-0c86-4ece-95fe-6859562620f1,David Wheeler,Republican,47,lower,David,Wheeler,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Wheeler_47.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100528&OID_PERSON=5893,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100528&OID_PERSON=5893;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 417-A;11 S. Union Street;Montgomery, AL 36130",,334-261-0439,,,,,,,,,
ocd-person/52addd6c-0137-4c38-8234-f4849008eaa6,Debbie Wood,Republican,38,lower,Debbie,Wood,,,,,http://www.legislature.state.al.us/ALISWWW/House/Representative%20Pictures/Wood_38.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100519&OID_PERSON=8500,http://www.legislature.state.al.us/aliswww/ISD/ALRepresentative.aspx?OID_SPONSOR=100519&OID_PERSON=8500;http://www.legislature.state.al.us/aliswww/ISD/House/ALRepresentatives.aspx,"Suite 527-C;11 S. Union Street;Montgomery, AL 36130",,334-261-0532,,,,,,,,,
ocd-person/0d68f0c5-593d-418a-915e-0f7d3778fae0,Del Marsh,Republican,12,upper,Del,Marsh,,,,,http://www.legislature.state.al.us/ALISWWW/Senate/Senator%20Pictures/Marsh_12.jpeg,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100455&OID_PERSON=3283,http://www.legislature.state.al.us/aliswww/ISD/ALSenator.aspx?OID_SPONSOR=100455&OID_PERSON=3283;http://www.legislature.state.al.us/aliswww/ISD/Senate/ALSenators.aspx,"Suite 722;11 S. Union Street;Montgomery, AL 36130",del.marsh@alsenate.gov,334-261-0846,,,,,,,,,
