id,name,current_party,current_district,current_chamber,given_name,family_name,gender,biography,birth_date,death_date,image,links,sources,capitol_address,capitol_email,capitol_voice,capitol_fax,district_address,district_email,district_voice,district_fax,twitter,youtube,instagram,facebook
ocd-person/6f62978c-5c1e-4a93-b182-caa7b97d45e0,Chris Todd,Democratic,2,lower,Chris,Todd,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/todd.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=todd&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=todd&year=2019,"Hawaii State Capitol, Room 322",reptodd@Capitol.hawaii.gov,808-586-8480,808-586-8484,,,,,,,,
ocd-person/c8b1a434-cf69-4847-b6b3-22cc1f6dfbe6,Clarence K. Nishihara,Democratic,17,upper,Clarence,Nishihara,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/nishihara.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=nishihara&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=S;http://capitol.hawaii.gov/memberpage.aspx?member=nishihara&year=2019,"Hawaii State Capitol, Room 214",sennishihara@capitol.hawaii.gov,808-586-6970,808-586-6879,,,,,,,,
ocd-person/b8fd0f55-8f82-48ac-ae18-c85f7c46ec1e,Cynthia Thielen,Republican,50,lower,Cynthia,Thielen,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/thielen.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=thielen&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=thielen&year=2019,"Hawaii State Capitol, Room 443",repthielen@Capitol.hawaii.gov,808-586-6480,808-586-6481,,,,,,,,
ocd-person/8f6b289a-f229-4921-948e-bc8952577315,Dale T. Kobayashi,Democratic,23,lower,Dale,Kobayashi,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/dkobayashi.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=dkobayashi&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=dkobayashi&year=2019,"Hawaii State Capitol, Room 326",repdkobayashi@Capitol.hawaii.gov,808-586-8475,808-586-8479,,,,,,,,
ocd-person/0ceb0d53-faa5-4706-a1c5-8ebb45e3b133,Daniel Holt,Democratic,29,lower,Daniel,Holt,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/holt.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=holt&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=holt&year=2019,"Hawaii State Capitol, Room 333",repholt@Capitol.hawaii.gov,808-586-6180,808-586-6189,,,,,,,,
ocd-person/fca91474-67f3-4b01-a985-6b0ddbfb2227,David A. Tarnas,Democratic,7,lower,David,Tarnas,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/tarnas.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=tarnas&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=tarnas&year=2019,"Hawaii State Capitol, Room 328",reptarnas@Capitol.hawaii.gov,808-586-8510,808-586-8514,,,,,,,,
ocd-person/587a16dd-bb53-4164-829b-5e1703e06201,Dee Morikawa,Democratic,16,lower,Dee,Morikawa,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/morikawa.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=morikawa&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=morikawa&year=2019,"Hawaii State Capitol, Room 434",repmorikawa@Capitol.hawaii.gov,808-586-6280,808-586-6281,,,,,,,,
ocd-person/b3a0c91b-d6fd-4a54-9a34-2ba48cc53984,Della Au Belatti,Democratic,24,lower,Della,Belatti,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/belatti.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=belatti&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=belatti&year=2019,"Hawaii State Capitol, Room 439",repbelatti@Capitol.hawaii.gov,808-586-9425,808-586-9431,,,,,,,,
ocd-person/f196e943-c8d6-4a35-96c2-252171c6529a,Donna Mercado Kim,Democratic,14,upper,Donna,Kim,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/kim.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=kim&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=S;http://capitol.hawaii.gov/memberpage.aspx?member=kim&year=2019,"Hawaii State Capitol, Room 218",senkim@capitol.hawaii.gov,808-587-7200,808-587-7205,,,,,,,,
ocd-person/0a9ef1d8-8fec-48f4-963c-50f39332cfa7,Donovan M. Dela Cruz,Democratic,22,upper,Donovan,Dela Cruz,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/delacruz.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=delacruz&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=S;http://capitol.hawaii.gov/memberpage.aspx?member=delacruz&year=2019,"Hawaii State Capitol, Room 208",sendelacruz@capitol.hawaii.gov,808-586-6090,808-586-6091,,,,,,,,
ocd-person/e75469cc-851a-4e63-9908-9e63b5215448,Dru Mamo Kanuha,Democratic,3,upper,Dru,Kanuha,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/kanuha.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=kanuha&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=S;http://capitol.hawaii.gov/memberpage.aspx?member=kanuha&year=2019,"Hawaii State Capitol, Room 206",senkanuha@capitol.hawaii.gov,808-586-9385,808-586-9391,,,,,,,,
ocd-person/95146956-5701-4883-a355-ca234b817686,Gene Ward,Republican,17,lower,Gene,Ward,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/ward.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=ward&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=ward&year=2019,"Hawaii State Capitol, Room 318",repward@Capitol.hawaii.gov,808-586-6420,808-586-6421,,,,,,,,
ocd-person/4ed98c6f-39ca-4ef4-b26b-fae37bf049db,Gil Riviere,Democratic,23,upper,Gil,Riviere,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/riviere.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=riviere&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=S;http://capitol.hawaii.gov/memberpage.aspx?member=riviere&year=2019,"Hawaii State Capitol, Room 202",senriviere@capitol.hawaii.gov,808-586-7330,808-586-7334,,,,,,,,
ocd-person/ed0bc173-e774-49f7-a0eb-114fdbe41b77,Gilbert S.C. Keith-Agaran,Democratic,5,upper,Gilbert,Keith-Agaran,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/keithagaran.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=keithagaran&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=S;http://capitol.hawaii.gov/memberpage.aspx?member=keithagaran&year=2019,"Hawaii State Capitol, Room 221",senkeithagaran@capitol.hawaii.gov,808-586-7344,808-586-7348,,,,,,,,
ocd-person/5ef4a0ba-e9b0-4a62-9ac7-42d88308f3df,Glenn Wakai,Democratic,15,upper,Glenn,Wakai,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/wakai.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=wakai&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=S;http://capitol.hawaii.gov/memberpage.aspx?member=wakai&year=2019,"Hawaii State Capitol, Room 407",senwakai@capitol.hawaii.gov,808-586-8585,808-586-8588,,,,,,,,
ocd-person/33584899-9773-4fa2-96aa-869a6da7cf19,Gregg Takayama,Democratic,34,lower,Gregg,Takayama,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/takayama.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=takayama&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=takayama&year=2019,"Hawaii State Capitol, Room 323",reptakayama@Capitol.hawaii.gov,808-586-6340,808-586-6341,,,,,,,,
ocd-person/b30c0862-ac39-4bcc-83d6-c637ce938a23,Henry J.C. Aquino,Democratic,38,lower,Henry,Aquino,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/aquino.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=aquino&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=aquino&year=2019,"Hawaii State Capitol, Room 419",repaquino@Capitol.hawaii.gov,808-586-6520,808-586-6521,,,,,,,,
ocd-person/b15af618-40e6-4d4e-9e29-589f21f6c89d,J. Kalani English,Democratic,7,upper,J. Kalani,English,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/english.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=english&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=S;http://capitol.hawaii.gov/memberpage.aspx?member=english&year=2019,"Hawaii State Capitol, Room 205",senenglish@capitol.hawaii.gov,808-587-7225,808-587-7230,,,,,,,,
ocd-person/d9351eed-1650-4caf-b96f-3683f91c0633,James Kunane Tokioka,Democratic,15,lower,James,Tokioka,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/tokioka.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=tokioka&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=tokioka&year=2019,"Hawaii State Capitol, Room 305",reptokioka@Capitol.hawaii.gov,808-586-6270,808-586-6271,,,,,,,,
ocd-person/07ed1559-820e-4ea1-803e-024ce5359a87,Jarrett Keohokalole,Democratic,24,upper,Jarrett,Keohokalole,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/keohokalole.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=jkeohokalole&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=S;http://capitol.hawaii.gov/memberpage.aspx?member=jkeohokalole&year=2019,"Hawaii State Capitol, Room 203",senkeohokalole@capitol.hawaii.gov,808-587-7215,808-587-7220,,,,,,,,
ocd-person/cf7f012e-34ad-467b-8710-c85705acb67b,John M. Mizuno,Democratic,28,lower,John,Mizuno,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/mizuno.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=mizuno&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=mizuno&year=2019,"Hawaii State Capitol, Room 402",repmizuno@Capitol.hawaii.gov,808-586-6050,808-586-6051,,,,,,,,
ocd-person/cac74229-bacc-4358-8208-23cdac57d57c,Joy A. San Buenaventura,Democratic,4,lower,Joy,San Buenaventura,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/sanbuenaventura.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=Sanbuenaventura&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=Sanbuenaventura&year=2019,"Hawaii State Capitol, Room 442",repsanbuenaventura@Capitol.hawaii.gov,808-586-6530,808-586-6531,,,,,,,,
ocd-person/5d9e6c9d-a94b-4ff6-9828-ed2ce8ceeab0,Justin H. Woodson,Democratic,9,lower,Justin,Woodson,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/woodson.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=woodson&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=woodson&year=2019,"Hawaii State Capitol, Room 405",repwoodson@Capitol.hawaii.gov,808-586-6210,808-586-6211,,,,,,,,
ocd-person/70e7a038-6b28-4e57-8c31-512247798c54,Kaiali‘i Kahele,Democratic,1,upper,Kaiali‘i,Kahele,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/kkahele.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=kkahele&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=S;http://capitol.hawaii.gov/memberpage.aspx?member=kkahele&year=2019,"Hawaii State Capitol, Room 213",senkkahele@capitol.hawaii.gov,808-586-6760,808-586-6689,,,,,,,,
ocd-person/099756de-3b84-4531-b5da-6d1c5d4c89ee,Karl Rhoads,Democratic,13,upper,Karl,Rhoads,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/rhoads.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=krhoads&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=S;http://capitol.hawaii.gov/memberpage.aspx?member=krhoads&year=2019,"Hawaii State Capitol, Room 204",senrhoads@capitol.hawaii.gov,808-586-6130,808-586-6131,,,,,,,,
ocd-person/e6bafd21-a2de-41b8-8139-fcbf5ea94cf4,Kurt Fevella,Republican,19,upper,Kurt,Fevella,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/fevella.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=fevella&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=S;http://capitol.hawaii.gov/memberpage.aspx?member=fevella&year=2019,"Hawaii State Capitol, Room 217",senfevella@capitol.hawaii.gov,808-586-6360,808-586-6361,,,,,,,,
ocd-person/51f31e1a-2fe4-4029-b49c-c3affa0b848d,Kyle T. Yamashita,Democratic,12,lower,Kyle,Yamashita,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/yamashita.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=yamashita&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=yamashita&year=2019,"Hawaii State Capitol, Room 422",repyamashita@Capitol.hawaii.gov,808-586-6330,808-586-6331,,,,,,,,
ocd-person/8140a9e1-0c8a-4e39-ae60-38dcf682df26,Laura H. Thielen,Democratic,25,upper,Laura,Thielen,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/lthielen.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=lthielen&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=S;http://capitol.hawaii.gov/memberpage.aspx?member=lthielen&year=2019,"Hawaii State Capitol, Room 231",senthielen@capitol.hawaii.gov,808-587-8388,808-587-7240,,,,,,,,
ocd-person/8562d0d7-9915-4559-98bc-ac9c456efd02,Lauren Matsumoto,Republican,45,lower,Lauren,Matsumoto,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/matsumoto.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=matsumoto&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=matsumoto&year=2019,"Hawaii State Capitol, Room 315",repmatsumoto@Capitol.hawaii.gov,808-586-9490,808-586-9496,,,,,,,,
ocd-person/94e42ecd-2e4d-4502-8b50-c1c6324617f1,Les Ihara,Democratic,10,upper,Les,Ihara,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/ihara.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=ihara&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=S;http://capitol.hawaii.gov/memberpage.aspx?member=ihara&year=2019,"Hawaii State Capitol, Room 220",senihara@capitol.hawaii.gov,808-586-6250,808-586-6251,,,,,,,,
ocd-person/f263427a-454f-46b6-ba94-2e05fe82e802,Linda Ichiyama,Democratic,32,lower,Linda,Ichiyama,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/ichiyama.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=ichiyama&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=ichiyama&year=2019,"Hawaii State Capitol, Room 426",repichiyama@Capitol.hawaii.gov,808-586-6220,808-586-6221,,,,,,,,
ocd-person/1d8bd1da-7126-4248-8a1e-dce56626b746,Lisa Kitagawa,Democratic,48,lower,Lisa,Kitagawa,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/kitagawa.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=Kitagawa&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=Kitagawa&year=2019,"Hawaii State Capitol, Room 310",repkitagawa@Capitol.hawaii.gov,808-586-8540,808-586-8544,,,,,,,,
ocd-person/b9c88ecc-477f-47dd-97a5-b90c7ec90696,Lorraine R. Inouye,Democratic,4,upper,Lorraine,Inouye,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/inouye.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=inouye&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=S;http://capitol.hawaii.gov/memberpage.aspx?member=inouye&year=2019,"Hawaii State Capitol, Room 210",seninouye@capitol.hawaii.gov,808-586-7335,808-586-7339,,,,,,,,
ocd-person/d76e8f2c-2e55-4d2a-94e4-c13cc0a9e5e2,Lynn DeCoite,Democratic,13,lower,Lynn,DeCoite,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/decoite.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=decoite&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=decoite&year=2019,"Hawaii State Capitol, Room 441",repdecoite@Capitol.hawaii.gov,808-586-6790,808-586-6779,,,,,,,,
ocd-person/3bfffd1c-7acc-436f-9090-8244117b331c,Maile S.L. Shimabukuro,Democratic,21,upper,Maile,Shimabukuro,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/shimabukuro.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=shimabukuro&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=S;http://capitol.hawaii.gov/memberpage.aspx?member=shimabukuro&year=2019,"Hawaii State Capitol, Room 222",senshimabukuro@capitol.hawaii.gov,808-586-7793,808-586-7797,,,,,,,,
ocd-person/f2d1de1a-c206-46f7-8c5f-a6193229642f,Mark J. Hashem,Democratic,18,lower,Mark,Hashem,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/hashem.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=hashem&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=hashem&year=2019,"Hawaii State Capitol, Room 424",rephashem@Capitol.hawaii.gov,808-586-6510,808-586-6511,,,,,,,,
ocd-person/9c5687ff-9aa0-4d5f-b024-6bb9f2cf37f5,Mark M. Nakashima,Democratic,1,lower,Mark,Nakashima,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/nakashima.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=nakashima&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=nakashima&year=2019,"Hawaii State Capitol, Room 432",repnakashima@Capitol.hawaii.gov,808-586-6680,808-586-6684,,,,,,,,
ocd-person/511d674b-1e98-4a1f-8af2-24f986a165d9,Michelle N. Kidani,Democratic,18,upper,Michelle,Kidani,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/kidani.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=kidani&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=S;http://capitol.hawaii.gov/memberpage.aspx?member=kidani&year=2019,"Hawaii State Capitol, Room 228",senkidani@capitol.hawaii.gov,808-586-7100,808-586-7109,,,,,,,,
ocd-person/926b2548-5882-4163-9dcd-317ff923698d,Mike Gabbard,Democratic,20,upper,Mike,Gabbard,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/gabbard.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=gabbard&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=S;http://capitol.hawaii.gov/memberpage.aspx?member=gabbard&year=2019,"Hawaii State Capitol, Room 201",sengabbard@capitol.hawaii.gov,808-586-6830,808-586-6679,,,,,,,,
ocd-person/4772b163-ea6d-4258-9142-7ba07c00fe29,Nadine K. Nakamura,Democratic,14,lower,Nadine,Nakamura,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/nakamura.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=nakamura&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=nakamura&year=2019,"Hawaii State Capitol, Room 314",repnakamura@Capitol.hawaii.gov,808-586-8435,808-586-8437,,,,,,,,
ocd-person/43795702-8cb7-40a5-945d-80fca537e085,Nicole E. Lowen,Democratic,6,lower,Nicole,Lowen,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/lowen.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=lowen&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=lowen&year=2019,"Hawaii State Capitol, Room 425",replowen@Capitol.hawaii.gov,808-586-8400,808-586-8404,,,,,,,,
ocd-person/82186787-c5bb-48bd-8920-3b4761a9500b,Richard H.K. Onishi,Democratic,3,lower,Richard,Onishi,,,,,http://capitol.hawaii.gov/Members/Images/RepSenPhotos/onishi.jpg,http://capitol.hawaii.gov/memberpage.aspx?member=onishi&year=2019,http://capitol.hawaii.gov/members/legislators.aspx?chamber=H;http://capitol.hawaii.gov/memberpage.aspx?member=onishi&year=2019,"Hawaii State Capitol, Room 404",reponishi@Capitol.hawaii.gov,808-586-6120,808-586-6121,,,,,,,,
