id,name,current_party,current_district,current_chamber,given_name,family_name,gender,biography,birth_date,death_date,image,links,sources,capitol_address,capitol_email,capitol_voice,capitol_fax,district_address,district_email,district_voice,district_fax,twitter,youtube,instagram,facebook
ocd-person/80931d0d-c52e-492a-8b92-c191aa00c03f,Bridget G. Valverde,Democratic,35,upper,,,Female,,,,http://www.rilin.state.ri.us/Senators/Pictures/valverde.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/valverde/,,,,,,sen-valverde@rilegislature.gov,401-276-5589,,,,,
ocd-person/d57e5872-90a3-4da3-8b5c-193076a998e3,Camille F.J Vella-Wilkinson,Democratic,21,lower,Camille,Vella-Wilkinson,Female,,,,http://www.rilin.state.ri.us/representatives/Pictures/vella-wilkinson.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/Vella-Wilkinson/,,,,,"786 Church Ave. Warwick, RI 02889",rep-Vella-Wilkinson@rilegislature.gov,401-952-7340,,,,,
ocd-person/84d61473-a693-4c07-99d6-6f12b010917e,Carlos E. Tobon,Democratic,58,lower,Carlos E.,Tobon,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/tobon.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/tobon/,,,,," 30 Bloomingdale Avenue, Pawtucket, RI 02860",rep-tobon@rilegislature.gov,401-222-2466,,,,,
ocd-person/7daab32c-5d7f-4db2-b141-026d3595f69f,Carol Hagan McEntee,Democratic,33,lower,Carol Hagan,McEntee,Female,,,,http://www.rilin.state.ri.us/representatives/Pictures/McEntee.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/mcentee/,,,,,"70B Broad Rock Road, South Kingstown, RI 02879",rep-mcentee@rilegislature.gov,401-222-4435,,,,,
ocd-person/8fad7738-c303-432e-9442-ce2b6dfe87e5,Charlene M. Lima,Democratic,14,lower,Charlene M.,Lima,Female,,,,http://www.rilin.state.ri.us/representatives/pictures/lima.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/Lima/,,,,,"455 Laurel Hill Avenue, Cranston, RI 02920",rep-lima@rilegislature.gov,401-222-2466,,,,,
ocd-person/a9ba95ac-22f3-4aeb-8fdd-eb236675d8d4,Christopher R. Blazejewski,Democratic,2,lower,Christopher R.,Blazejewski,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/blazejewski.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/Blazejewski/,,,,,"1 Thayer Street, Providence, RI 02906",rep-blazejewski@rilegislature.gov,401-484-8814,,,,,
ocd-person/52f5f655-4940-4956-826f-a51a4f06a9d4,Christopher T. Millea,Democratic,16,lower,,,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/millea.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/millea/,,,,,"65 Glenmere Drive, Cranston, RI 02920",rep-millea@rilegislature.gov,401-408-3691,,,,,
ocd-person/1b0861d3-c9bf-49e7-8149-7ca3646803fa,Cynthia Armour Coyne,Democratic,32,upper,Cynthia Armour,Coyne,Female,,,,http://www.rilin.state.ri.us/Senators/Pictures/coyne.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/coyne/,,,,,"8 Newbrook Drive, Barrington, RI 02806",sen-coyne@rilegislature.gov,401-222-6655,,,,,
ocd-person/f2e11497-35c0-4f6b-88d4-f37944788cd4,Daniel P. McKiernan,Democratic,7,lower,Daniel P.,McKiernan,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/mckiernan.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/mckiernan/,,,,," 122 Whitford Avenue, Providence, RI 02908",rep-mckiernan@rilegislature.gov,401-222-2466,,,,,
ocd-person/b12f1651-fc9e-440c-9bc3-ff326505cca4,David A. Bennett,Democratic,20,lower,David A.,Bennett,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/bennett.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/Bennett/,,,,,"27 Shippee Avenue, Warwick, RI 02886",rep-bennett@rilegislature.gov,401-480-4647,,,,,
ocd-person/785df766-de25-496b-a823-e4ad64c462cb,David J. Place,Republican,47,lower,,,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/place.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/Place/,,,,,"167 Jefferson Boulevard, Harrisville, RI 02830",rep-place@rilegislature.gov,401-286-2088,,,,,
ocd-person/b747e057-fdd2-480a-beb9-c4ef37ae1e12,Dawn Euer,Democratic,13,upper,Dawn,Euer,Female,,,,http://www.rilin.state.ri.us/senators/pictures/euer.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/euer/,,,,,"34 Bliss Road, Newport, RI 02840",sen-euer@rilegislature.gov,401-276-5589,,,,,
ocd-person/3efcf2f9-f7f8-4441-9ec7-4f6d8c17940f,Deborah A. Fellela,Democratic,43,lower,Deborah A.,Fellela,Female,,,,http://www.rilin.state.ri.us/representatives/pictures/fellela.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/Fellela/,,,,,"3 Diaz Street, Johnston, RI 02919",rep-fellela@rilegislature.gov,401-231-2014,,,,,
ocd-person/979917bc-8fe2-43b6-93b8-0514fa537a22,Deborah Ruggiero,Democratic,74,lower,Deborah,Ruggiero,Female,,,,http://www.rilin.state.ri.us/representatives/pictures/ruggiero.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/Ruggiero/,,,,,"78 Columbia Avenue, Jamestown, RI 02835",rep-ruggiero@rilegislature.gov,401-423-0444,,,,,
ocd-person/fd488f98-2f51-4035-9570-afc11e758a33,Dennis L. Algiere,Republican,38,upper,Dennis L.,Algiere,Male,,,,http://www.rilin.state.ri.us/senators/Pictures/Algiere.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/Algiere/,,,,,"6 Elm Street, Westerly 02891",sen-algiere@rilegislature.gov,401-222-2708,,,,,
ocd-person/ca6ac742-7b31-4529-8a69-bd4875093098,Dennis M. Canario,Democratic,71,lower,Dennis M.,Canario,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/canario.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/canario/,,,,,"64 Birchwood Drive, Portsmouth, RI 02871",rep-canario@rilegislature.gov,401-683-4926,,,,,
ocd-person/ff074cb5-653d-4dc6-8e7f-e20b43006a86,Dominick J. Ruggerio,Democratic,4,upper,Dominick J.,Ruggerio,Male,,,,http://www.rilin.state.ri.us/Senators/Pictures/ruggerio.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/Ruggerio/,,,,,"82 Smith Street, Rm 318, Providence, RI 02903",sen-ruggerio@rilegislature.gov,401-222-6655,,,,,
ocd-person/3b3e795e-a379-46e0-bfaf-687dfeba9dea,Donna M. Nesselbush,Democratic,15,upper,Donna M.,Nesselbush,Female,,,,http://www.rilin.state.ri.us/Senators/Pictures/nesselbush.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/Nesselbush/,,,,,"181 Raleigh Avenue, Pawtucket 02860",sen-nesselbush@rilegislature.gov,401-276-5568,,,,,
ocd-person/e073b501-75f0-4fc6-9e61-392b9931f070,Edith H. Ajello,Democratic,1,lower,Edith H.,Ajello,Female,,,,http://www.rilin.state.ri.us/representatives/Pictures/ajello.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/ajello,,,,,"29 Benefit Street, Providence, RI 02904",rep-ajello@rilegislature.gov,401-274-7078,,,,,
ocd-person/6913b936-2e96-414a-80d6-6518f5accb7e,Elaine J. Morgan,Republican,34,upper,Elaine J.,Morgan,Female,,,,http://www.rilin.state.ri.us/Senators/Pictures/morgan.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/morgan/,,,,,"P.O. Box 841 Ashaway, RI 02804",sen-morgan@rilegislature.gov,401-222-2708,,,,,
ocd-person/1cb3025c-c0c0-463c-8d35-93d094d6a720,Elizabeth A. Crowley,Democratic,16,upper,Elizabeth A.,Crowley,Female,,,,http://www.rilin.state.ri.us/Senators/Pictures/crowley.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/Crowley/,,,,,"99 Lincoln Ave, Central Falls 02863",sen-crowley@rilegislature.gov,401-725-8526,,,,,
ocd-person/3bc3094b-1914-4e43-b269-f76302d29a0b,Erin Lynch Prata,Democratic,31,upper,Erin Lynch,Prata,Female,,,,http://www.rilin.state.ri.us/Senators/Pictures/lynch.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/lynch/,,,,,"28 Goodwin Street, Warwick 02818",sen-lynchprata@rilegislature.gov,401-737-4200,,,,,
ocd-person/c5f9a1f5-502b-41b6-8848-bfa359b1bad9,Evan P. Shanley,Democratic,24,lower,Evan P.,Shanley,Male,,,,http://www.rilin.state.ri.us/representatives/Pictures/shanley.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/Shanley/,,,,,"190 Viceroy Road Warwick, RI 02886",rep-Shanley@rilegislature.gov,401-440-3493,,,,,
ocd-person/d688b16c-5bf2-41df-b1c9-e8c5de7e437c,"Frank A. Ciccone, III",Democratic,7,upper,Frank A.,Ciccone,Male,,,,http://www.rilin.state.ri.us/Senators/Pictures/ciccone.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/Ciccone/,,,,,"15 Mercy Street, Providence 02909",sen-ciccone@rilegislature.gov,401-275-0949,,,,,
ocd-person/42674cc1-e4f1-4d2f-b14c-c708f3a76f03,Frank Lombardo III,Democratic,25,upper,Frank,Lombardo,Male,,,,http://www.rilin.state.ri.us/Senators/Pictures/lombardo.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/Lombardo/,,,,,"68 Rollingwood Drive, Johnston 02919",sen-lombardo@rilegislature.gov,401-270-1379,,,,,
ocd-person/e65ea2dc-d434-4c22-b156-346155e77f06,Frank S. Lombardi,Democratic,26,upper,Frank S.,Lombardi,Male,,,,http://www.rilin.state.ri.us/Senators/Pictures/lombardi.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/Lombardi/,,,,,"25 Briarbrooke Lane, Cranston, RI 02921",sen-lombardi@rilegislature.gov,401-453-3900,,,,,
ocd-person/e59196b1-b9a4-4f67-8a47-20a5fdd3db51,Gayle L. Goldin,Democratic,3,upper,Gayle L.,Goldin,Female,,,,http://www.rilin.state.ri.us/Senators/Pictures/goldin.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/Goldin/,,,,,"PO Box 2722, Providence, RI 02906",sen-goldin@rilegislature.gov,401-276-5568,,,,,
ocd-person/5d976bb8-2481-45d2-bae9-df4b565d9526,George A Nardone,Republican,28,lower,,,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/nardone.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/Nardone/,,,,,"50 Fieldstone Drive, Coventry, RI 02816",rep-nardone@rilegislature.gov,401-821-2360,,,,,
ocd-person/961061c2-4ce9-4ac4-85c4-28b20c800e9d,Gordon E. Rogers,Republican,21,upper,,,Male,,,,http://www.rilin.state.ri.us/senators/Pictures/Rogers.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/Rogers/,,,,,,sen-rogers@rilegislature.gov,,,,,,
ocd-person/44424388-03a6-452b-992b-3c082949f62f,Grace Diaz,Democratic,11,lower,Grace,Diaz,Female,,,,http://www.rilin.state.ri.us/representatives/pictures/diaz.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/Diaz/,,,,,"45 Adelaide Avenue, Providence, RI 02907",rep-diaz@rilegislature.gov,401-575-3641,,,,,
ocd-person/2c07b2e1-9f17-4b9e-af12-ead475429999,Gregg Amore,Democratic,65,lower,Gregg,Amore,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/amore.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/Amore,,,,,"73 Plymouth Road, East Providence, RI 02914",rep-amore@rilegislature.gov,401-339-9378,,,,,
ocd-person/4b45cbc5-99f3-4a08-a154-cac0cc90ae1a,Gregory J. Costantino,Democratic,44,lower,Gregory J.,Costantino,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/costantino.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/Costantino/,,,,,"21 Greenwood Lane, Lincoln, RI 02865",rep-costantino@rilegislature.gov,401-426-0284,,,,,
ocd-person/75750ad6-0bec-4d81-8561-85036c0d99df,Hanna M. Gallo,Democratic,27,upper,Hanna M.,Gallo,Female,,,,http://www.rilin.state.ri.us/Senators/Pictures/gallo.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/Gallo/,,,,,"285 Meshanticut Valley Parkway, Cranston 02920",sen-gallo@rilegislature.gov,401-276-5568,,,,,
ocd-person/1e3c1dd9-7a7b-4c0b-aaef-7d05250bfaed,Harold M. Metts,Democratic,6,upper,Harold M.,Metts,Male,,,,http://www.rilin.state.ri.us/Senators/Pictures/metts.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/Metts/,,,,,"31 Tanner Street, Providence 02907",sen-metts@rilegislature.gov,401-272-0112,,,,,
ocd-person/a3d71e5c-410e-4c08-bb3d-7befb4b89c98,James A. Seveney,Democratic,11,upper,James A.,Seveney,Male,,,,http://www.rilin.state.ri.us/senators/pictures/seveney.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/Seveney/,,,,,"72 Macomber Lane Portsmouth, RI 02871",sen-Seveney@rilegislature.gov,401-683-3046,,,,,
ocd-person/e1c120ae-a94e-4926-be56-91748adfa0e7,James B. Jackson,Democratic,26,lower,,,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/jackson.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/Jackson/,,,,,"224 New London Avenue, West Warwick, RI 02893",rep-jackson@rilegislature.gov,401-255-8073,,,,,
ocd-person/56821a41-f868-489f-8d40-84414ae98169,James C. Sheehan,Democratic,36,upper,James C.,Sheehan,Male,,,,http://www.rilin.state.ri.us/Senators/Pictures/sheehan.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/Sheehan/,,,,,"40 Blueberry Lane, North Kingstown 02852",sen-sheehan@rilegislature.gov,401-885-1988,,,,,
ocd-person/19fcfe88-9fde-4328-8f6e-cac57fab4e65,James N. McLaughlin,Democratic,57,lower,James N.,McLaughlin,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/mclaughlin.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/McLaughlin/,,,,,"15 Garden Street, Cumberland, RI 02864",rep-mclaughlin@rilegislature.gov,401-741-1834,,,,,
ocd-person/cef11d28-cbbb-4ffd-b8f2-23c71e73f1b3,Jason Knight,Democratic,67,lower,Jason,Knight,Male,,,,http://www.rilin.state.ri.us/representatives/Pictures/knight.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/Knight/,,,,,"1 Newbrook Drive Barrington, RI 02806 ",rep-Knight@rilegislature.gov,617-943-6532,,,,,
ocd-person/fa825bb6-b85b-4d3b-b8e3-271b5a11de2f,Jean Philippe Barros,Democratic,59,lower,Jean Philippe,Barros,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/barros.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/Barros/,,,,," 1 William Street, Pawtucket, RI 02860",rep-barros@rilegislature.gov,401-222-2466,,,,,
ocd-person/03fdc4f3-715d-4f83-ab31-1a63f86a4dcf,Jessica de la Cruz,Republican,23,upper,,,Female,,,,http://www.rilin.state.ri.us/Senators/Pictures/delacruz.jpg,http://www.rilin.state.ri.us/senators/Algiere/,http://webserver.rilin.state.ri.us/Email/SenEmailListDistrict.asp;http://www.rilin.state.ri.us/senators/delaCruz/,,,,,,sen-delacruz@rilegislature.gov,,,,,,
ocd-person/85b2ef21-1f02-4d9e-9f74-a40a2e942f7c,John G. Edwards,Democratic,70,lower,John G.,Edwards,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/edwards.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/Edwards/,,,,,"69 South Avenue, Tiverton, RI 02878",rep-edwards@rilegislature.gov,401-624-8879,,,,,
ocd-person/f9877000-1919-4f5b-a8b7-f05a1092bdab,John J. Lombardi,Democratic,8,lower,John J.,Lombardi,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/lombardi.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/lombardi,,,,,"48 Grove Street, Providence, RI 02909",rep-lombardi@rilegislature.gov,401-453-3900,,,,,
ocd-person/bf694f4f-d7d0-4eb0-80b8-79b8861d009f,"John W. Lyle, Jr",Republican,46,lower,,,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/lyle.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/lyle/,,,,,"82 Carriage Drive, Lincoln, RI 02865",rep-lyle@rilegislature.gov,401-723-6104,,,,,
ocd-person/fe365202-bf42-4203-96ba-0d3bd5c46f4d,Joe R. Serodio,Democratic,64,lower,,,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/serodio.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/Serodio/,,,,,"80 Bentley Street, East Providence, RI 02914",rep-serodio@rilegislature.gov,401-340-9150,,,,,
ocd-person/0b700db6-fe30-4fb4-a988-05ae0d618720,"Joseph J. Solomon, Jr.",Democratic,22,lower,Joseph J.,Solomon,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/solomon.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/solomon/,,,,,"54 Hess Avenue Warwick, RI 02889",rep-solomon@rilegislature.gov,401-308-3904,,,,,
ocd-person/ce92c860-ad04-4cc5-91eb-52add74c98e5,Joseph M. McNamara,Democratic,19,lower,Joseph M.,McNamara,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/mcnamara.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/McNamara/,,,,,"23 Howie Avenue, Warwick, RI 02888",rep-mcnamara@rilegislature.gov,401-941-8319,,,,,
ocd-person/c29d86a2-30fb-46ba-b7f7-be77ed90818e,Joseph S. Almeida,Democratic,12,lower,Joseph S.,Almeida,Male,,,,http://www.rilin.state.ri.us/representatives/pictures/almeida.jpg,http://www.rilin.state.ri.us/representatives/carson/,http://webserver.rilin.state.ri.us/Email/RepEmailListDistrict.asp;http://www.rilin.state.ri.us/representatives/Almeida,,,,,"299 California Avenue, Providence, RI 02905",rep-almeida@rilegislature.gov,401-467-7033,,,,,
